ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3913742,HL288470,03/31/2005 02:20:00 PM,024XX W DIVISION ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,false,false,1423,14,26,24,11,1159710,1907902,2005,04/15/2016 08:55:02 AM,41.902999328,-87.688794842,"(41.902999328, -87.688794842)"
9225408,HW372125,07/21/2013 07:26:00 AM,016XX E 95TH ST,820,THEFT,$500 AND UNDER,GAS STATION,false,false,431,4,7,51,6,1188674,1842304,2013,02/04/2016 06:33:39 AM,41.722347855,-87.584505639,"(41.722347855, -87.584505639)"
6476284,HP553005,09/04/2008 01:00:00 PM,022XX W MARQUETTE RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,832,8,15,66,7,1162468,1860184,2008,02/04/2016 06:33:39 AM,41.771998714,-87.679997385,"(41.771998714, -87.679997385)"
5942905,HN740859,12/03/2007 07:43:00 PM,028XX S ASHLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,ABANDONED BUILDING,true,false,923,9,11,31,5,1166143,1885100,2007,04/15/2016 08:55:02 AM,41.840293682,-87.665816577,"(41.840293682, -87.665816577)"
10185900,HY373439,08/07/2015 09:16:00 PM,007XX N MAYFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1511,15,29,25,18,1137008,1904495,2015,08/17/2015 03:03:40 PM,41.894087875,-87.772266548,"(41.894087875, -87.772266548)"
9720492,HX370238,08/01/2014 05:10:00 PM,055XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,CTA BUS,false,false,715,7,15,67,6,1166617,1867978,2014,02/04/2016 06:33:39 AM,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
6138408,HP215861,03/09/2008 12:30:00 PM,0000X N MAYFIELD AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1513,15,29,25,18,1137162,1899702,2008,02/04/2016 06:33:39 AM,41.880932494,-87.771816135,"(41.880932494, -87.771816135)"
5635270,HN444401,07/03/2007 08:14:00 PM,070XX S CONSTANCE AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,RESIDENCE PORCH/HALLWAY,false,false,332,3,5,43,3,1189754,1858797,2007,04/15/2016 08:55:02 AM,41.767580335,-87.580020942,"(41.767580335, -87.580020942)"
6476284,HP553005,09/04/2008 01:00:00 PM,022XX W MARQUETTE RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,832,8,15,66,7,1162468,1860184,2008,02/04/2016 06:33:39 AM,41.771998714,-87.679997385,"(41.771998714, -87.679997385)"
1696460,G491536,08/18/2001 02:20:00 AM,017XX W HOWARD ST,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2422,24,,,5,1163245,1950306,2001,08/17/2015 03:03:40 PM,42.01928422,-87.67461274,"(42.01928422, -87.67461274)"
8431014,HV109524,01/08/2012 10:30:00 AM,042XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1115,11,28,26,18,1148036,1899674,2012,02/04/2016 06:33:39 AM,41.880653484,-87.73188785,"(41.880653484, -87.73188785)"
1350971,G052801,01/26/2001 03:57:42 AM,018XX S KOMENSKY AV,460,BATTERY,SIMPLE,RESIDENCE,true,true,1012,10,,,08B,1149633,1890856,2001,08/17/2015 03:03:40 PM,41.856425,-87.726252741,"(41.856425, -87.726252741)"
3608257,HK701289,10/21/2004 06:00:00 PM,066XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,321,3,20,42,26,1181040,1861187,2004,04/15/2016 08:55:02 AM,41.774343725,-87.611887719,"(41.774343725, -87.611887719)"
7344592,HS146241,01/28/2010 03:00:00 PM,010XX N KEELER AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,1111,11,37,23,08B,1148187,1906782,2010,02/04/2016 06:33:39 AM,41.900155706,-87.731150217,"(41.900155706, -87.731150217)"
8521271,HV198248,03/13/2012 07:00:00 PM,053XX S CAMPBELL AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,923,9,14,63,6,1160614,1869008,2012,02/04/2016 06:33:39 AM,41.796251424,-87.6865503,"(41.796251424, -87.6865503)"
9247709,HW393620,08/04/2013 11:05:00 PM,122XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,523,5,34,53,14,1175177,1823781,2013,02/04/2016 06:33:39 AM,41.671829524,-87.634493467,"(41.671829524, -87.634493467)"
4531084,HL718225,11/05/2005 08:40:00 PM,103XX S WENTWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,512,5,34,49,18,1176774,1836565,2005,04/15/2016 08:55:02 AM,41.706875037,-87.628265515,"(41.706875037, -87.628265515)"
3037325,HJ746829,11/05/2003 10:00:00 AM,057XX W WAVELAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1633,16,38,15,11,1137411,1924021,2003,04/15/2016 08:55:02 AM,41.947662197,-87.770315606,"(41.947662197, -87.770315606)"
10563603,HZ310627,06/16/2016 07:25:00 PM,030XX E 78TH ST,560,ASSAULT,SIMPLE,APARTMENT,true,false,421,4,7,43,08A,1197616,1854432,2016,06/23/2016 03:48:09 PM,41.755409918,-87.551349331,"(41.755409918, -87.551349331)"
9580726,HX231280,04/21/2014 04:50:00 AM,034XX W 60TH PL,610,BURGLARY,FORCIBLE ENTRY,ALLEY,true,false,823,8,16,66,5,1154593,1864293,2014,02/04/2016 06:33:39 AM,41.783434968,-87.708755549,"(41.783434968, -87.708755549)"
9404685,HW548203,11/25/2013 10:30:00 PM,001XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,CTA BUS,true,false,225,2,3,37,6,1176066,1868521,2013,02/04/2016 06:33:39 AM,41.794582043,-87.629901453,"(41.794582043, -87.629901453)"
10447524,HZ186641,03/14/2016 12:01:00 AM,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,18,42,8,6,1176107,1903313,2016,03/21/2016 03:46:25 PM,41.890053025,-87.628704402,"(41.890053025, -87.628704402)"
9301747,HW446652,09/10/2013 11:45:00 PM,027XX E 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,422,4,7,46,14,1195708,1852450,2013,02/04/2016 06:33:39 AM,41.750018538,-87.558406932,"(41.750018538, -87.558406932)"
8093126,HT326808,06/02/2011 01:24:00 PM,087XX S EXCHANGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,423,4,10,46,08B,1197281,1847645,2011,02/04/2016 06:33:39 AM,41.736794231,-87.552802609,"(41.736794231, -87.552802609)"
7798147,HS607729,11/09/2010 08:30:00 PM,008XX W ADDISON ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2331,19,44,6,6,1170200,1924134,2010,02/04/2016 06:33:39 AM,41.947317986,-87.649787936,"(41.947317986, -87.649787936)"
6052346,HP153282,01/31/2008 09:15:00 AM,019XX W LARCHMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1923,19,47,5,08B,1162802,1926237,2008,02/04/2016 06:33:39 AM,41.953247403,-87.67692175,"(41.953247403, -87.67692175)"
9368566,HW511721,10/24/2013 01:00:00 PM,001XX E 57TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,231,2,20,40,7,1178240,1867260,2013,02/04/2016 06:33:39 AM,41.791072646,-87.621967764,"(41.791072646, -87.621967764)"
6345126,HP431954,07/03/2008 05:00:00 PM,046XX W 59TH ST,820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,813,8,23,62,6,1146457,1864995,2008,02/04/2016 06:33:39 AM,41.785519673,-87.738567526,"(41.785519673, -87.738567526)"
8422344,HV101042,12/31/2011 05:00:00 PM,036XX W 61ST PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,823,8,13,65,5,1153154,1863587,2011,02/04/2016 06:33:39 AM,41.781526159,-87.714050114,"(41.781526159, -87.714050114)"
6930989,HR335420,05/22/2009 01:30:00 PM,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,833,8,13,65,6,1145727,1853720,2009,02/04/2016 06:33:39 AM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
8352458,HT586014,11/12/2011 12:35:00 PM,001XX W 87TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,622,6,21,44,04B,1176740,1847273,2011,02/04/2016 06:33:39 AM,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
1393229,G098989,02/17/2001 11:40:00 PM,066XX S CAMPBELL AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,832,8,,,18,1160804,1860780,2001,08/17/2015 03:03:40 PM,41.773668748,-87.686080685,"(41.773668748, -87.686080685)"
7467337,HS269187,04/21/2010 06:15:00 PM,001XX S MASON AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,1513,15,29,25,08A,1136855,1898800,2010,02/04/2016 06:33:39 AM,41.878462791,-87.772965062,"(41.878462791, -87.772965062)"
1722955,G528267,09/02/2001 04:00:00 PM,016XX N CAMPBELL AV,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,1434,14,,,7,1159412,1910652,2001,08/17/2015 03:03:40 PM,41.910551685,-87.689813674,"(41.910551685, -87.689813674)"
5922609,HN718200,11/20/2007 12:00:00 PM,056XX S ROCKWELL ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",true,false,824,8,16,63,08A,1160001,1867170,2007,04/15/2016 08:55:02 AM,41.791220341,-87.688848758,"(41.791220341, -87.688848758)"
6198723,HP286869,04/18/2008 01:00:00 PM,016XX N TROY ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1421,14,26,23,7,1155092,1910767,2008,02/04/2016 06:33:39 AM,41.910955098,-87.705680702,"(41.910955098, -87.705680702)"
1318520,G011253,01/06/2001 08:00:00 AM,078XX S SOUTH SHORE DR,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,true,421,4,,,26,1197777,1854047,2001,08/17/2015 03:03:40 PM,41.754349434,-87.550772155,"(41.754349434, -87.550772155)"
2229024,HH491396,06/22/2002 11:59:00 PM,062XX S CHAMPLAIN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,false,false,313,3,20,42,11,1181639,1863857,2002,04/15/2016 08:55:02 AM,41.78165665,-87.609609539,"(41.78165665, -87.609609539)"
10208075,HY395283,08/23/2015 10:00:00 AM,051XX W OAKDALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,2521,25,31,19,26,1141500,1919127,2015,08/31/2015 03:43:09 PM,41.934157898,-87.755406509,"(41.934157898, -87.755406509)"
3527262,HK605236,09/06/2004 12:45:00 AM,042XX W FIFTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1132,11,24,26,14,1148299,1896318,2004,04/15/2016 08:55:02 AM,41.87143917,-87.731008607,"(41.87143917, -87.731008607)"
2616504,HJ219719,03/05/2003 10:00:00 AM,007XX N SEDGWICK ST,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1831,18,42,8,6,1173405,1905415,2003,04/15/2016 08:55:02 AM,41.895881491,-87.638564761,"(41.895881491, -87.638564761)"
2830620,HJ491464,07/11/2003 05:00:00 PM,058XX S UNIVERSITY AVE,620,BURGLARY,UNLAWFUL ENTRY,"SCHOOL, PRIVATE, BUILDING",false,false,2133,2,5,41,5,1184780,1866453,2003,04/15/2016 08:55:02 AM,41.788707172,-87.598012622,"(41.788707172, -87.598012622)"
5534593,HN336588,05/11/2007 04:05:00 PM,009XX E 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,624,6,8,69,3,1183684,1852818,2007,04/15/2016 08:55:02 AM,41.751317093,-87.602456059,"(41.751317093, -87.602456059)"
4703477,HM302153,04/20/2006 02:20:00 PM,071XX S DAMEN AVE,560,ASSAULT,SIMPLE,RESIDENCE,false,true,735,7,17,67,08A,1164258,1857322,2006,04/15/2016 08:55:02 AM,41.764107492,-87.673516257,"(41.764107492, -87.673516257)"
8481453,HV158144,02/12/2012 08:00:00 PM,005XX E 73RD ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,323,3,6,69,6,1181040,1856731,2012,02/04/2016 06:33:39 AM,41.762116009,-87.612024708,"(41.762116009, -87.612024708)"
3204911,HK219044,03/03/2004 07:30:00 PM,070XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,832,8,17,66,14,1161589,1858014,2004,04/15/2016 08:55:02 AM,41.766062204,-87.683279663,"(41.766062204, -87.683279663)"
3449756,HK509838,07/21/2004 12:30:00 AM,053XX S ASHLAND AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,SIDEWALK,true,false,932,9,16,61,26,1166583,1869209,2004,04/15/2016 08:55:02 AM,41.796677667,-87.664655753,"(41.796677667, -87.664655753)"
3326062,HK364598,05/14/2004 07:15:00 PM,118XX S LA SALLE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,522,5,34,53,15,1177388,1826451,2004,04/15/2016 08:55:02 AM,41.679106927,-87.62632107,"(41.679106927, -87.62632107)"
9280185,HW424957,08/25/2013 11:00:00 PM,108XX S CALUMET AVE,810,THEFT,OVER $500,STREET,false,false,513,5,9,49,6,1180502,1833145,2013,02/04/2016 06:33:39 AM,41.697405524,-87.614718236,"(41.697405524, -87.614718236)"
8744111,HV419249,08/06/2012 04:00:00 PM,055XX W QUINCY ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,false,false,1522,15,29,25,26,1139450,1898451,2012,02/04/2016 06:33:39 AM,41.877458201,-87.763445136,"(41.877458201, -87.763445136)"
8314469,HT548839,10/18/2011 08:25:00 PM,068XX N CALDWELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,1621,16,41,12,14,1133889,1944924,2011,02/04/2016 06:33:39 AM,42.005084724,-87.782768019,"(42.005084724, -87.782768019)"
6952110,HR356563,06/03/2009 03:22:00 PM,046XX S DREXEL BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2123,2,4,39,5,1183103,1874341,2009,02/04/2016 06:33:39 AM,41.810391682,-87.60391608,"(41.810391682, -87.60391608)"
4953153,HM567114,08/24/2006 01:00:00 PM,071XX S MAPLEWOOD AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,832,8,18,66,6,1160612,1857125,2006,04/15/2016 08:55:02 AM,41.763642864,-87.686885223,"(41.763642864, -87.686885223)"
8064775,HT296776,05/14/2011 08:00:00 PM,011XX W BELMONT AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1924,19,44,6,6,1168303,1921404,2011,02/04/2016 06:33:39 AM,41.939868048,-87.656839962,"(41.939868048, -87.656839962)"
7060210,HR466536,08/05/2009 07:45:00 AM,002XX W GARFIELD BLVD,850,THEFT,ATTEMPT THEFT,CTA TRAIN,false,false,934,9,3,37,6,1175647,1868500,2009,02/04/2016 06:33:39 AM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
5237499,HN116712,01/10/2007 03:32:59 PM,049XX S PRAIRIE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,224,2,3,38,04A,1178879,1872259,2007,04/15/2016 08:55:02 AM,41.804775828,-87.619472488,"(41.804775828, -87.619472488)"
2229024,HH491396,06/22/2002 11:59:00 PM,062XX S CHAMPLAIN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,false,false,313,3,20,42,11,1181639,1863857,2002,04/15/2016 08:55:02 AM,41.78165665,-87.609609539,"(41.78165665, -87.609609539)"
6345126,HP431954,07/03/2008 05:00:00 PM,046XX W 59TH ST,820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,813,8,23,62,6,1146457,1864995,2008,02/04/2016 06:33:39 AM,41.785519673,-87.738567526,"(41.785519673, -87.738567526)"
8201070,HT435499,08/06/2011 07:12:00 PM,048XX W FULTON ST,810,THEFT,OVER $500,NURSING HOME/RETIREMENT HOME,false,false,1532,15,28,25,6,1143849,1901491,2011,02/04/2016 06:33:39 AM,41.885719041,-87.747216756,"(41.885719041, -87.747216756)"
5564138,HN372955,05/28/2007 01:00:00 PM,103XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,2212,22,21,72,14,1169151,1836304,2007,04/15/2016 08:55:02 AM,41.706326697,-87.656188319,"(41.706326697, -87.656188319)"
8957352,HW106641,01/05/2013 07:00:00 PM,072XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,323,3,6,69,14,1181158,1857166,2013,02/04/2016 06:33:39 AM,41.763306978,-87.611578849,"(41.763306978, -87.611578849)"
7344735,HS146943,02/01/2010 05:10:00 PM,018XX W 63RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,726,7,15,67,08B,1165280,1862894,2010,02/04/2016 06:33:39 AM,41.779376229,-87.669612762,"(41.779376229, -87.669612762)"
2261216,HH539098,07/27/2002 11:18:18 AM,083XX S CARPENTER ST,560,ASSAULT,SIMPLE,STREET,false,false,613,6,21,71,08A,1170770,1849485,2002,04/15/2016 08:55:02 AM,41.742462184,-87.649876395,"(41.742462184, -87.649876395)"
4566249,HM136286,01/21/2006 01:05:00 AM,068XX S PERRY AVE,560,ASSAULT,SIMPLE,SIDEWALK,false,true,722,7,6,69,08A,1176576,1859703,2006,04/15/2016 08:55:02 AM,41.770373063,-87.628296436,"(41.770373063, -87.628296436)"
2076233,HH297376,04/10/2002 09:33:23 AM,028XX N CLARK ST,850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,false,false,2333,19,,,6,1171435,1919085,2002,04/15/2016 08:55:02 AM,41.933436218,-87.645397373,"(41.933436218, -87.645397373)"
5181473,HM772878,12/13/2006 10:24:04 PM,108XX S HOXIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,434,4,10,51,14,1195235,1833781,2006,04/15/2016 08:55:02 AM,41.698800794,-87.560754143,"(41.698800794, -87.560754143)"
6083102,HP181809,02/10/2008 08:00:00 PM,058XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,233,2,20,68,14,1175968,1866184,2008,02/04/2016 06:33:39 AM,41.788171278,-87.630330891,"(41.788171278, -87.630330891)"
5013530,HM621350,09/22/2006 06:30:00 PM,035XX S EMERALD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,925,9,11,60,26,1171881,1881385,2006,04/15/2016 08:55:02 AM,41.82997509,-87.644869788,"(41.82997509, -87.644869788)"
9721462,HX371513,08/02/2014 07:30:00 PM,100XX S CALUMET AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,511,5,9,49,08B,1180353,1838416,2014,02/04/2016 06:33:39 AM,41.711873264,-87.615102827,"(41.711873264, -87.615102827)"
7208212,HR621686,11/02/2009 09:40:00 AM,021XX E 87TH ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,412,4,8,45,08B,1191768,1847705,2009,02/04/2016 06:33:39 AM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
5406341,HN246536,03/25/2007 01:50:00 PM,075XX W BELMONT AVE,460,BATTERY,SIMPLE,STREET,false,false,1631,16,36,17,08B,1125445,1920412,2007,04/15/2016 08:55:02 AM,41.937965924,-87.814380954,"(41.937965924, -87.814380954)"
10687952,HZ441285,09/19/2016 04:00:00 PM,035XX W LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1723,17,33,14,6,1152101,1931670,2016,09/26/2016 03:54:00 PM,41.968374092,-87.716115753,"(41.968374092, -87.716115753)"
10415825,HZ153768,02/16/2016 04:34:00 PM,107XX S GREEN BAY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,432,4,10,52,15,1200530,1834441,2016,02/23/2016 03:52:49 PM,41.700479919,-87.541344595,"(41.700479919, -87.541344595)"
5864190,HN665793,10/23/2007 07:10:00 PM,080XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,631,6,6,44,18,1182955,1851770,2007,04/15/2016 08:55:02 AM,41.748458232,-87.605159961,"(41.748458232, -87.605159961)"
7533216,HS329212,05/25/2010 02:00:00 PM,039XX N LOCKWOOD AVE,890,THEFT,FROM BUILDING,APARTMENT,false,false,1634,16,38,15,6,1140324,1925606,2010,02/04/2016 06:33:39 AM,41.95195858,-87.759568969,"(41.95195858, -87.759568969)"
1959351,HH149394,01/26/2002 10:00:25 AM,002XX W 87 ST,820,THEFT,$500 AND UNDER,WAREHOUSE,true,false,622,6,,,6,1176467,1847230,2002,04/15/2016 08:55:02 AM,41.736148121,-87.629070243,"(41.736148121, -87.629070243)"
4266073,HL583137,08/26/2005 04:00:00 PM,011XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,1531,15,37,25,14,1144161,1906969,2005,04/15/2016 08:55:02 AM,41.90074545,-87.745933297,"(41.90074545, -87.745933297)"
3741742,HL111655,01/07/2005 11:30:00 AM,023XX N CALIFORNIA AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1431,14,1,22,5,1157310,1915642,2005,04/15/2016 08:55:02 AM,41.924287654,-87.697399723,"(41.924287654, -87.697399723)"
10336163,HY527320,12/06/2015 05:30:00 PM,087XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,412,4,8,48,6,1188321,1847402,2015,12/13/2015 03:59:42 PM,41.736345716,-87.585636406,"(41.736345716, -87.585636406)"
3474335,HK532298,08/02/2004 05:46:41 PM,084XX S ASHLAND AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,614,6,18,71,16,1167142,1848795,2004,04/15/2016 08:55:02 AM,41.740647026,-87.663189117,"(41.740647026, -87.663189117)"
2153027,HH398706,05/26/2002 11:15:47 PM,007XX N LOTUS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1524,15,37,25,08B,1139776,1904489,2002,04/15/2016 08:55:02 AM,41.894021291,-87.762100556,"(41.894021291, -87.762100556)"
9262855,HW407645,08/14/2013 03:15:00 PM,101XX S OGLESBY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,431,4,10,51,08B,1193830,1838140,2013,02/04/2016 06:33:39 AM,41.710796809,-87.56575623,"(41.710796809, -87.56575623)"
2830620,HJ491464,07/11/2003 05:00:00 PM,058XX S UNIVERSITY AVE,620,BURGLARY,UNLAWFUL ENTRY,"SCHOOL, PRIVATE, BUILDING",false,false,2133,2,5,41,5,1184780,1866453,2003,04/15/2016 08:55:02 AM,41.788707172,-87.598012622,"(41.788707172, -87.598012622)"
8250197,HT484257,09/06/2011 02:30:00 PM,062XX S KOLMAR AVE,810,THEFT,OVER $500,STREET,false,false,813,8,13,65,6,1147109,1862940,2011,02/04/2016 06:33:39 AM,41.779868016,-87.736229278,"(41.779868016, -87.736229278)"
1654512,G426054,07/20/2001 03:15:00 PM,009XX N LEAMINGTON AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1531,15,,,18,1141890,1905908,2001,08/17/2015 03:03:40 PM,41.89787631,-87.754301235,"(41.89787631, -87.754301235)"
3886567,HL252885,03/24/2005 08:00:00 AM,068XX S NORMAL BLVD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,722,7,6,68,5,1174126,1859674,2005,04/15/2016 08:55:02 AM,41.770348245,-87.637277969,"(41.770348245, -87.637277969)"
5864190,HN665793,10/23/2007 07:10:00 PM,080XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,631,6,6,44,18,1182955,1851770,2007,04/15/2016 08:55:02 AM,41.748458232,-87.605159961,"(41.748458232, -87.605159961)"
6239421,HP325890,05/09/2008 11:45:00 AM,071XX S NORMAL BLVD,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,732,7,6,68,26,1174196,1857553,2008,02/04/2016 06:33:39 AM,41.764526419,-87.637084313,"(41.764526419, -87.637084313)"
7135000,HR543554,09/18/2009 12:30:00 PM,042XX W MONROE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1115,11,28,26,18,1148177,1899325,2009,02/04/2016 06:33:39 AM,41.879693076,-87.731379094,"(41.879693076, -87.731379094)"
10541031,HZ286426,05/30/2016 07:30:00 PM,097XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,511,5,8,50,14,1185921,1840550,2016,06/06/2016 03:50:55 PM,41.71759995,-87.594644494,"(41.71759995, -87.594644494)"
6915269,HR319574,05/13/2009 09:20:00 PM,047XX W GRAND AVE,890,THEFT,FROM BUILDING,RESTAURANT,false,false,2533,25,37,25,6,1144340,1911652,2009,02/04/2016 06:33:39 AM,41.913592743,-87.745157864,"(41.913592743, -87.745157864)"
1696460,G491536,08/18/2001 02:20:00 AM,017XX W HOWARD ST,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2422,24,,,5,1163245,1950306,2001,08/17/2015 03:03:40 PM,42.01928422,-87.67461274,"(42.01928422, -87.67461274)"
8809889,HV483210,09/18/2012 12:00:00 PM,051XX S MC VICKER AVE,810,THEFT,OVER $500,STREET,true,false,811,8,23,56,6,1136905,1869883,2012,02/04/2016 06:33:39 AM,41.799109188,-87.773473553,"(41.799109188, -87.773473553)"
5564138,HN372955,05/28/2007 01:00:00 PM,103XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,2212,22,21,72,14,1169151,1836304,2007,04/15/2016 08:55:02 AM,41.706326697,-87.656188319,"(41.706326697, -87.656188319)"
9934439,HY123359,01/21/2015 01:31:00 PM,053XX W CONGRESS PKWY,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1522,15,29,25,18,1140868,1897165,2015,08/17/2015 03:03:40 PM,41.873903296,-87.758270185,"(41.873903296, -87.758270185)"
7706195,HS512150,09/12/2010 08:25:00 PM,015XX S FARRAR DR,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,false,false,1022,10,12,29,3,1157760,1892321,2010,02/04/2016 06:33:39 AM,41.860283563,-87.696382354,"(41.860283563, -87.696382354)"
3524166,HK603274,09/04/2004 11:00:00 PM,062XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,311,3,20,40,14,1178263,1863570,2004,04/15/2016 08:55:02 AM,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
